"FECHA","ID_ESTACION","NOM_ESTACION","ESPECIE","ESPECIE_DES","ALTURA","DAP","TIPO","TIPO_DES","ESTADO","ESTADO_DES"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;8,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,9;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,9;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,2;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;8,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,2;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,2;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"RM";"Rhizophora mangle";11;6,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;10,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;4,9;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;8,2;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,9;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;4,6;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;4,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,2;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,4;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,3;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,8;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;8,1;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5;"8";"Tronco";"6";"Vivo"
06/12/12;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";9;10,7;"7";"Rama";"6";"Vivo"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";4;22;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;10,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;4,2;"8";"Tronco";"1";"Caido"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";7;22,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";7;8,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;13,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";6;6,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;16,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";6;17,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";6;7;"7";"Rama";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";6;6,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;8,8;"7";"Rama";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";7;3,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;4,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;10,9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;10,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;4,1;"8";"Tronco";"1";"Caido"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;10,2;"8";"Tronco";"1";"Caido"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;8,5;"8";"Tronco";"1";"Caido"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;4,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";3;4,6;"7";"Rama";"1";"Caido"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";6,5;7,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"AG";"Avicennia germinans";7;7,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";5;9,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";9;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;6,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;16,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";5;7,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";4;3,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";8;3,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;9,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;5,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;9,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;3,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;9,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;8,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";9;5,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;9,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;7,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;6,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;4,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;5,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";9;4,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;5,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;5,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";7;3,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";4;4,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";3;4,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;7,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;4,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";5;4,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;8,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";9;2,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;4,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";1;3,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;5,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";7;5,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";1;3,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";1,5;3,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";2;2,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;3,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;2,9;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;4,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;3,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";5;4,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";0,1;4,2;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;2,8;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;4,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;3,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;4,1;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;4,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;6,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;4,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6,4;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;5,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;7,5;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;3,3;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;4,6;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;5,7;"8";"Tronco";"6";"Vivo"
20/03/14;47837;"Luna -2";"RM";"Rhizophora mangle";5;11;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;12,1;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;9;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;5,2;"8";"Tronco";"3";"Mal Estado"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;8,5;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;5,4;"8";"Tronco";"3";"Mal Estado"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;4,2;"8";"Tronco";"3";"Mal Estado"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;9;"8";"Tronco";"6";"Vivo"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;6,6;"8";"Tronco";"3";"Mal Estado"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";9;3,4;"8";"Tronco";"3";"Mal Estado"
23/09/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;4,2;"8";"Tronco";"3";"Mal Estado"
24/06/05;47837;"Luna -2";"AG";"Avicennia germinans";5,2;7,5;"7";"Rama";"6";"Vivo"
24/06/05;47837;"Luna -2";"AG";"Avicennia germinans";6,1;10,4;"8";"Tronco";"6";"Vivo"
24/06/05;47837;"Luna -2";"AG";"Avicennia germinans";5,7;8,3;"7";"Rama";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,2;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;10,15;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;6,1;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,3;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6,9;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";13;10,1;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";13;8,5;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";14;10,6;"8";"Tronco";"1";"Caido"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;6,5;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;7,2;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;4;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;7,8;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,05;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;2,9;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,83;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"RM";"Rhizophora mangle";8;6,7;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";8;5,5;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";7;4,5;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";6;3,05;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,53;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6,4;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;6;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,1;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"RM";"Rhizophora mangle";6;2,65;"8";"Tronco";"1";"Caido"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";7;4,55;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";10;4,7;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;7,55;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";12;6,52;"8";"Tronco";"3";"Mal Estado"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;6,6;"8";"Tronco";"6";"Vivo"
27/11/14;47837;"Luna -2";"LR";"Laguncularia racemosa";11;7,5;"8";"Tronco";"3";"Mal Estado"
